試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2017-11-04,11,柏エンゼルクロス,16,,名原寧音,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,柏エンゼルクロス,17,,小清水茉弥,4,■,■,■,■,nan,25,9,0,0.36,0.36,2.25,2,0,0,0.0,1,0.25,12,1,1,3,12.5,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,2,,磯野明日香,3,■,■,■,nan,nan,19,13,1,0.6842105263157895,0.631578947368421,4.33,0,0,0,-,2,0.67,12,3,2,7,35.4,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,3,,鈴木日葵,3,■,■,■,nan,nan,11,4,0,0.36363636363636365,0.36363636363636365,1.33,0,0,0,-,1,0.33,13,0,4,2,-3.8,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,4,,小林愛里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,5,,田中瑠奈,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0
2017-11-04,11,群馬銀行グリーンウイングス,6,,栗田楓,3,■,■,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,1,0.33,8,0,0,3,9.4,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,7,,寺坂茜,3,■,■,■,nan,nan,27,12,2,0.4444444444444444,0.37037037037037035,4.00,0,0,0,-,0,-,18,2,3,4,12.5,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,8,L,谷内真美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,6,2,77.8
2017-11-04,11,群馬銀行グリーンウイングス,9,,丸山佳穂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,10,,柿沼杏奈,3,■,■,■,nan,nan,22,9,2,0.4090909090909091,0.3181818181818182,3.00,0,0,0,-,0,-,11,0,0,3,6.8,16,3,4,31.2
2017-11-04,11,群馬銀行グリーンウイングス,11,,三好紗弥香,3,■,■,■,nan,nan,28,8,2,0.2857142857142857,0.21428571428571427,2.67,0,0,0,-,0,-,11,2,0,3,25.0,35,11,7,41.4
2017-11-04,11,群馬銀行グリーンウイングス,13,,愛宕諒子,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,群馬銀行グリーンウイングス,14,,戸澤舞,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,1,,重松史乃,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,2,,村尾葉津樹,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,1,0,0,0.0
2017-11-04,11,GSS東京サンビームズ,3,,有川由季乃,3,■,■,■,nan,nan,22,7,2,0.3181818181818182,0.22727272727272727,2.33,0,0,0,-,0,-,6,0,0,1,4.2,8,4,2,62.5
2017-11-04,11,GSS東京サンビームズ,4,L,平岩沙紀,1,〇,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0
2017-11-04,11,GSS東京サンビームズ,7,,牧亜沙子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,8,L,三浦あゆみ,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,10,5,56.8
2017-11-04,11,GSS東京サンビームズ,9,,秋満由紀子,2,□,□,nan,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,12,,百瀬彩夏,3,■,■,■,nan,nan,10,5,2,0.5,0.3,1.67,0,0,0,-,1,0.33,10,1,1,4,17.5,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,18,,草野静奈,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,8,3,1,43.8
2017-11-04,11,GSS東京サンビームズ,24,,縄田香世子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,27,,関口梨紗子,3,■,■,■,nan,nan,8,3,1,0.375,0.25,1.00,0,0,0,-,1,0.33,10,1,0,7,27.5,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,28,,松浦未波,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,13,2,0,4,23.1,0,0,0,-
2017-11-04,11,GSS東京サンビームズ,29,,勝見咲子,3,■,■,■,nan,nan,26,7,5,0.2692307692307692,0.07692307692307693,2.33,1,0,1,0.0,1,0.33,11,1,1,5,18.2,11,3,3,40.9
2017-11-04,11,GSS東京サンビームズ,30,,色摩知巳,3,■,■,■,nan,nan,30,9,3,0.3,0.2,3.00,2,0,1,0.0,2,0.67,9,0,0,5,13.9,9,4,2,55.6
2017-11-05,11,柏エンゼルクロス,1,,鈴木遥,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,1,1,0,100.0
2017-11-05,11,柏エンゼルクロス,3,,山本直美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,柏エンゼルクロス,4,,石川綾菜,3,■,■,■,nan,nan,22,5,0,0.22727272727272727,0.22727272727272727,1.67,0,0,0,-,1,0.33,7,0,1,2,3.6,2,1,0,50.0
2017-11-05,11,柏エンゼルクロス,5,,田中実季,3,■,■,■,nan,nan,33,8,4,0.24242424242424243,0.12121212121212122,2.67,2,1,0,50.0,2,0.67,14,1,1,8,19.6,12,9,2,83.3
2017-11-05,11,柏エンゼルクロス,6,,黒木麻衣,3,■,■,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,3,1.00,14,0,0,5,8.9,1,0,0,0.0
2017-11-05,11,柏エンゼルクロス,8,,末代真歩,3,■,■,■,nan,nan,20,8,1,0.4,0.35,2.67,0,0,0,-,3,1.00,6,0,1,4,12.5,0,0,0,-
2017-11-05,11,柏エンゼルクロス,9,L,高桑裕恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,柏エンゼルクロス,10,,楠木舞美子,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-
2017-11-05,11,柏エンゼルクロス,11,,萩原希,3,■,■,■,nan,nan,18,6,1,0.3333333333333333,0.2777777777777778,2.00,0,0,0,-,1,0.33,14,1,1,2,8.9,20,6,4,40.0
2017-11-05,11,柏エンゼルクロス,12,,齊藤葉月,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,柏エンゼルクロス,14,L,鶴ヶ崎佳寿葉,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,10,5,78.1
2017-11-05,11,柏エンゼルクロス,16,,名原寧音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,柏エンゼルクロス,17,,小清水茉弥,3,■,■,■,nan,nan,20,6,0,0.3,0.3,2.00,0,0,0,-,1,0.33,12,1,0,4,16.7,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,3,L,佐藤円,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,4,,櫻井樹里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,5,,中田香澄,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,6,,松尾由紀子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,8,,田村愛美,3,■,■,■,nan,nan,4,3,0,0.75,0.75,1.00,0,0,0,-,0,-,10,0,0,3,7.5,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,9,,戸田さやか,3,■,■,■,nan,nan,14,3,1,0.21428571428571427,0.14285714285714285,1.00,0,0,0,-,1,0.33,9,0,2,2,0.0,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,10,,三澤未憂,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2017-11-05,11,プレステージ・インターナショナルアランマーレ,11,L,森寿実子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,9,3,65.6
2017-11-05,11,プレステージ・インターナショナルアランマーレ,12,,佐藤梨夏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,14,,丹野瑞希,3,■,■,■,nan,nan,32,11,3,0.34375,0.25,3.67,1,0,0,0.0,2,0.67,13,1,0,5,17.3,2,0,1,25.0
2017-11-05,11,プレステージ・インターナショナルアランマーレ,15,,浅川希,3,■,■,■,nan,nan,29,5,1,0.1724137931034483,0.13793103448275862,1.67,0,0,0,-,0,-,10,1,3,2,7.5,50,16,11,43.0
2017-11-05,11,プレステージ・インターナショナルアランマーレ,16,,江川優貴,3,■,■,■,nan,nan,44,14,5,0.3181818181818182,0.20454545454545456,4.67,5,1,0,20.0,0,-,11,0,4,0,-9.1,0,0,0,-
2017-11-05,11,プレステージ・インターナショナルアランマーレ,17,,柳沢紫子,3,■,■,■,nan,nan,18,7,1,0.3888888888888889,0.3333333333333333,2.33,0,0,0,-,1,0.33,8,0,1,1,0.0,0,0,0,-
2017-11-05,11,ブレス浜松,1,,熊本比奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,ブレス浜松,5,,菅井美貴,4,■,■,■,■,nan,4,1,0,0.25,0.25,0.25,0,0,0,-,0,-,19,0,1,8,9.2,0,0,0,-
2017-11-05,11,ブレス浜松,6,,柴小屋志織,4,■,■,■,■,nan,27,6,0,0.2222222222222222,0.2222222222222222,1.50,1,0,0,0.0,2,0.50,12,0,0,4,8.3,3,2,0,66.7
2017-11-05,11,ブレス浜松,7,L,徳田亜留美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,17,3,63.8
2017-11-05,11,ブレス浜松,8,,菅原麻衣,4,■,■,■,■,nan,36,15,4,0.4166666666666667,0.3055555555555556,3.75,5,1,0,20.0,1,0.25,13,0,2,6,7.7,0,0,0,-
2017-11-05,11,ブレス浜松,9,,和田法子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,ブレス浜松,10,,多田遥,4,■,■,■,■,nan,76,32,2,0.42105263157894735,0.39473684210526316,8.00,11,4,0,36.4,1,0.25,17,1,1,5,11.8,25,10,9,58.0
2017-11-05,11,ブレス浜松,11,,加藤彩夏,4,■,■,■,■,nan,26,11,2,0.4230769230769231,0.34615384615384615,2.75,0,0,0,-,1,0.25,15,0,0,3,5.0,19,9,1,50.0
2017-11-05,11,ブレス浜松,13,,高橋美桜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,ブレス浜松,15,,小松沙季,4,■,■,■,■,nan,21,5,1,0.23809523809523808,0.19047619047619047,1.25,0,0,0,-,0,-,21,2,1,8,17.9,10,5,3,65.0
2017-11-05,11,ブレス浜松,18,,春田詩織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,ブレス浜松,20,,澁谷美妃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,1,,重松史乃,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,2,,村尾葉津樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,3,,有川由季乃,3,■,■,nan,□,nan,9,2,0,0.2222222222222222,0.2222222222222222,0.67,0,0,0,-,2,0.67,8,1,0,1,15.6,4,3,0,75.0
2017-11-05,11,GSS東京サンビームズ,4,L,平岩沙紀,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,7,,牧亜沙子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,8,L,三浦あゆみ,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,18,3,62.9
2017-11-05,11,GSS東京サンビームズ,9,,秋満由紀子,3,nan,□,■,■,nan,16,6,0,0.375,0.375,2.00,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,12,,百瀬彩夏,4,■,■,■,■,nan,25,12,2,0.48,0.4,3.00,0,0,0,-,3,0.75,14,0,0,7,12.5,3,3,0,100.0
2017-11-05,11,GSS東京サンビームズ,13,,堀部ジェニファー,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,4,2,1,62.5
2017-11-05,11,GSS東京サンビームズ,18,,草野静奈,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,13,7,1,57.7
2017-11-05,11,GSS東京サンビームズ,27,,関口梨紗子,4,■,■,■,■,nan,13,5,1,0.38461538461538464,0.3076923076923077,1.25,0,0,0,-,0,-,12,0,1,1,0.0,0,0,0,-
2017-11-05,11,GSS東京サンビームズ,28,,松浦未波,4,■,■,■,■,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,16,1,1,6,14.1,1,0,0,0.0
2017-11-05,11,GSS東京サンビームズ,29,,勝見咲子,4,■,■,■,■,nan,48,17,5,0.3541666666666667,0.25,4.25,4,1,0,25.0,0,-,15,1,1,6,15.0,22,6,6,40.9
2017-11-05,11,GSS東京サンビームズ,30,,色摩知巳,4,■,■,■,■,nan,58,20,1,0.3448275862068966,0.3275862068965517,5.00,2,0,0,0.0,0,-,12,0,0,3,6.2,12,4,1,37.5
2017-11-11,11,プレステージ・インターナショナルアランマーレ,3,L,佐藤円,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,1,2,50.0
2017-11-11,11,プレステージ・インターナショナルアランマーレ,4,,櫻井樹里,2,nan,□,nan,□,nan,8,3,0,0.375,0.375,1.50,0,0,0,-,1,0.50,8,0,0,2,6.2,6,1,0,16.7
2017-11-11,11,プレステージ・インターナショナルアランマーレ,5,,中田香澄,4,□,□,□,□,nan,19,7,0,0.3684210526315789,0.3684210526315789,1.75,0,0,0,-,0,-,7,0,0,2,7.1,2,0,0,0.0
2017-11-11,11,プレステージ・インターナショナルアランマーレ,6,,松尾由紀子,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2017-11-11,11,プレステージ・インターナショナルアランマーレ,8,,田村愛美,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,1,0.25,13,1,0,5,17.3,0,0,0,-
2017-11-11,11,プレステージ・インターナショナルアランマーレ,9,,戸田さやか,4,■,■,■,■,nan,4,1,0,0.25,0.25,0.25,0,0,0,-,3,0.75,17,1,3,10,16.2,0,0,0,-
2017-11-11,11,プレステージ・インターナショナルアランマーレ,10,,三澤未憂,3,□,nan,□,□,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,1,12.5,5,1,1,30.0
2017-11-11,11,プレステージ・インターナショナルアランマーレ,11,L,森寿実子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,9,4,50.0
2017-11-11,11,プレステージ・インターナショナルアランマーレ,12,,佐藤梨夏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,プレステージ・インターナショナルアランマーレ,14,,丹野瑞希,4,■,■,■,■,nan,28,7,2,0.25,0.17857142857142858,1.75,0,0,0,-,1,0.25,5,0,0,1,5.0,0,0,0,-
2017-11-11,11,プレステージ・インターナショナルアランマーレ,15,,浅川希,4,■,■,■,■,nan,38,13,1,0.34210526315789475,0.3157894736842105,3.25,1,1,0,100.0,0,-,17,0,2,6,5.9,43,18,6,48.8
2017-11-11,11,プレステージ・インターナショナルアランマーレ,16,,江川優貴,4,■,■,■,■,nan,35,10,3,0.2857142857142857,0.2,2.50,5,1,1,20.0,0,-,12,0,4,6,4.2,0,0,0,-
2017-11-11,11,プレステージ・インターナショナルアランマーレ,17,,柳沢紫子,4,■,■,■,■,nan,25,9,0,0.36,0.36,2.25,0,0,0,-,7,1.75,12,0,2,7,10.4,1,0,0,0.0
2017-11-11,11,大阪スーペリアーズ,1,,原まなみ,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,9,0,0,5,13.9,0,0,0,-
2017-11-11,11,大阪スーペリアーズ,2,,平川里菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,大阪スーペリアーズ,3,,矢口紗友美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,大阪スーペリアーズ,5,L,寺田遥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,大阪スーペリアーズ,6,,松村美穂,2,□,nan,□,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,1.00,0,0,0,-,0,-,1,0,0,1,25.0,3,0,1,16.7
2017-11-11,11,大阪スーペリアーズ,7,,山本紗良,4,■,■,■,■,nan,39,11,3,0.28205128205128205,0.20512820512820512,2.75,1,0,1,0.0,2,0.50,12,0,2,4,4.2,1,1,0,100.0
2017-11-11,11,大阪スーペリアーズ,8,,坂根朱里,4,■,■,■,■,nan,58,19,4,0.3275862068965517,0.25862068965517243,4.75,12,5,1,41.7,1,0.25,20,0,4,10,7.5,2,1,0,50.0
2017-11-11,11,大阪スーペリアーズ,9,,張歓歓,4,■,■,■,■,nan,30,7,3,0.23333333333333334,0.13333333333333333,1.75,1,0,0,0.0,2,0.50,18,3,0,7,26.4,13,2,2,23.1
2017-11-11,11,大阪スーペリアーズ,10,,林仁美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,大阪スーペリアーズ,13,,原田茉由,4,■,■,■,■,nan,20,6,1,0.3,0.25,1.50,0,0,0,-,0,-,20,1,2,5,8.8,33,10,11,47.0
2017-11-11,11,大阪スーペリアーズ,14,L,須田美南,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,5,9,30.6
2017-11-11,11,大阪スーペリアーズ,15,,不破沙耶佳,4,■,■,■,■,nan,25,9,3,0.36,0.24,2.25,0,0,0,-,1,0.25,13,1,2,3,9.6,1,0,0,0.0
2017-11-11,11,大阪スーペリアーズ,17,,南涼音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,GSS東京サンビームズ,1,,重松史乃,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2017-11-11,11,GSS東京サンビームズ,2,,村尾葉津樹,2,nan,□,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,0,2,10.0,1,0,0,0.0
2017-11-11,11,GSS東京サンビームズ,3,,有川由季乃,3,■,■,■,nan,nan,21,7,1,0.3333333333333333,0.2857142857142857,2.33,0,0,0,-,0,-,5,0,0,1,5.0,9,3,2,44.4
2017-11-11,11,GSS東京サンビームズ,4,L,平岩沙紀,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,12,6,60.0
2017-11-11,11,GSS東京サンビームズ,7,,牧亜沙子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,GSS東京サンビームズ,8,L,三浦あゆみ,1,●,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,0,50.0
2017-11-11,11,GSS東京サンビームズ,12,,百瀬彩夏,3,■,■,■,nan,nan,6,1,0,0.16666666666666666,0.16666666666666666,0.33,0,0,0,-,1,0.33,7,0,0,2,7.1,0,0,0,-
2017-11-11,11,GSS東京サンビームズ,18,,草野静奈,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0
2017-11-11,11,GSS東京サンビームズ,21,,張心穆意,3,■,■,■,nan,nan,23,13,0,0.5652173913043478,0.5652173913043478,4.33,0,0,0,-,1,0.33,13,1,0,3,13.5,0,0,0,-
2017-11-11,11,GSS東京サンビームズ,24,,縄田香世子,2,nan,□,□,nan,nan,2,1,0,0.5,0.5,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2017-11-11,11,GSS東京サンビームズ,27,,関口梨紗子,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
