試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2011-12-10,岡山シーガルズ,JTマーヴェラス,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,183,57,11,31.1,25.1,14.25,3,0,0,0.0,11,2.75,88,2,5,18,7.2,98,61,0,62.2,70,176,62,10,35.2,12,3.00,12.2,76.8
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,1,,坂下麻衣子,4,□,□,□,□,nan,5,0,1,0.0,-20.0,-,0,0,0,-,2,0.50,0,0,0,0,-,0,0,0,-,2,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,2,,谷口雅美,4,■,■,■,■,nan,37,12,1,32.4,29.7,3.00,9,0,1,0.0,0,-,13,0,1,4,7.7,1,0,0,0.0,12,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,4,,吉澤智恵,4,■,■,■,■,nan,42,10,3,23.8,16.7,2.50,4,1,0,25.0,0,-,23,1,0,8,12.2,23,18,0,78.3,11,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,5,,位田愛,4,■,■,■,■,nan,38,10,2,26.3,21.1,2.50,0,0,0,-,3,0.75,22,2,0,10,18.6,34,26,0,76.5,15,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,6,,ブラコチェヴィッチヨヴァナ,1,nan,nan,nan,□,nan,8,8,0,100.0,100.0,8.00,4,4,0,100.0,0,-,2,0,1,0,0.0,0,0,0,-,8,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,7,,竹下佳江,4,■,■,■,■,nan,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,13,2,0,0,12.3,0,0,0,-,2,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,9,,石川友紀,4,■,■,■,■,nan,19,10,0,52.6,52.6,2.50,0,0,0,-,4,1.00,12,0,0,3,6.2,1,0,0,0.0,14,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,10,,橋本直子,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,11,,上屋敷綾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,13,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,15,0,78.9,0,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,14,L,臼井千景,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,17,,加藤千尋,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,19,,千葉智枝美,3,□,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,1,2,16.7,3,3,0,100.0,0,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,20,,芥川愛加,4,■,■,■,■,nan,25,12,2,48.0,40.0,3.00,0,0,0,-,3,0.75,15,1,2,4,12.0,1,1,0,100.0,16,,,,,,,,
2011-12-10,JTマーヴェラス,岡山シーガルズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,176,62,10,35.2,29.5,15.50,17,5,1,29.4,12,3.00,103,6,5,31,12.2,82,63,0,76.8,80,183,57,11,31.1,11,2.75,7.2,62.2
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,2,,矢野美子,3,■,■,■,nan,nan,14,5,0,35.7,35.7,1.67,0,0,0,-,2,0.67,15,3,3,1,17.7,0,0,0,-,10,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,5,,熊谷桜子,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,11,0,1,3,6.8,1,1,0,100.0,1,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,6,,鈴木裕子,3,■,■,■,nan,nan,12,7,0,58.3,58.3,2.33,0,0,0,-,0,-,11,1,0,5,20.5,23,15,0,65.2,8,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,9,L,櫻井由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,11,,井上奈々朱,3,■,■,■,nan,nan,7,3,0,42.9,42.9,1.00,0,0,0,-,3,1.00,10,0,2,5,12.5,0,0,0,-,6,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,12,,泉岡未来,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,14,,高橋菜穂子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,16,,石井里沙,3,■,■,■,nan,nan,29,9,1,31.0,27.6,3.00,0,0,0,-,0,-,10,0,1,4,10.0,17,16,0,94.1,9,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,17,,大宮里美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,18,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,19,,木島綾菜,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,20,L,真柴咲紀,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,10,0,66.7,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,22,,江口友里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,デンソーエアリービーズ,パイオニアレッドウィングス,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,63,24,1,38.1,36.5,8.00,0,0,0,-,6,2.00,57,4,7,18,13.9,56,42,0,75.0,34,96,36,5,37.5,5,1.67,7.7,55.6
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,2,,香野晶子,3,■,■,■,nan,nan,5,2,0,40.0,40.0,0.67,0,0,0,-,1,0.33,12,1,1,4,15.0,2,2,0,100.0,4,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,3,,沼田さくら,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,4,,スタエレンスシャイーヌ,3,■,■,■,nan,nan,34,19,0,55.9,55.9,6.33,2,1,0,50.0,1,0.33,9,1,2,2,14.4,29,15,0,51.7,21,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,5,L,服部晃佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,7,,芦野李沙,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0,0,0.0,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,8,,今野加奈子,3,■,■,■,nan,nan,23,3,2,13.0,4.3,1.00,5,0,0,0.0,0,-,3,0,0,1,8.3,11,6,0,54.5,3,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,10,,浅津ゆうこ,3,■,■,■,nan,nan,21,9,2,42.9,33.3,3.00,4,1,0,25.0,2,0.67,5,0,0,1,5.0,1,1,0,100.0,11,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,11,,古屋美紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,13,,田村翔子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,14,,冨永こよみ,3,■,■,■,nan,nan,4,2,0,50.0,50.0,0.67,0,0,0,-,0,-,11,0,1,2,4.5,0,0,0,-,2,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,15,,森谷史佳,3,■,■,■,nan,nan,8,1,1,12.5,0.0,0.33,0,0,0,-,1,0.33,11,0,0,2,4.5,0,0,0,-,2,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,16,,持丸結美子,3,□,□,□,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,5,0,0,0,0.0,3,0,0,0.0,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,17,,渡邉和香里,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,20,L,吉田真未,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,11,0,68.8,0,,,,,,,,
2011-12-10,パイオニアレッドウィングス,デンソーエアリービーズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,96,36,5,37.5,32.3,12.00,12,2,0,16.7,5,1.67,60,2,4,12,7.7,63,35,0,55.6,43,63,24,1,38.1,6,2.00,13.9,75.0
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,1,,八幡美樹,2,nan,■,□,nan,nan,12,3,1,25.0,16.7,1.50,3,0,1,0.0,0,-,5,0,0,2,10.0,3,3,0,100.0,3,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,2,,杉山祥子,2,■,■,nan,nan,nan,10,1,2,10.0,-10.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,3,,内藤香菜子,3,■,■,■,nan,nan,18,5,1,27.8,22.2,1.67,0,0,0,-,2,0.67,7,1,1,1,15.0,0,0,0,-,8,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,4,,内田暁子,3,■,■,■,nan,nan,33,8,1,24.2,21.2,2.67,5,1,0,20.0,1,0.33,12,0,0,6,12.5,20,9,0,45.0,9,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,5,,松浦麻琴,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,0,3,9.4,0,0,0,-,0,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,6,,澁澤夏美,2,□,nan,□,nan,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,9,,松浦寛子,2,■,nan,■,nan,nan,11,2,0,18.2,18.2,1.00,0,0,0,-,0,-,10,3,0,3,31.5,20,12,0,60.0,5,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,10,L,井野亜季子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,12,0,70.6,0,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,11,,張紫音,3,□,□,■,nan,nan,8,4,1,50.0,37.5,1.33,0,0,0,-,1,0.33,6,0,0,2,8.3,0,0,0,-,5,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,12,,モルナールブリジトカ,3,■,■,■,nan,nan,31,6,2,19.4,12.9,2.00,6,1,1,16.7,1,0.33,6,0,2,1,4.2,9,6,0,66.7,7,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,14,,金子早織,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,15,L,滝口奈美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,17,,大野果奈,1,nan,□,nan,nan,nan,2,0,1,0.0,-50.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,18,,鳥越未玖,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,NECレッドロケッツ,東レアローズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,126,30,9,23.8,16.7,10.00,14,2,2,14.3,5,1.67,58,4,3,18,13.3,69,42,0,60.9,39,126,44,12,34.9,13,4.33,10.8,60.0
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,1,,西脇万里子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,2,,荒木絵里香,3,■,■,■,nan,nan,16,7,0,43.8,43.8,2.33,0,0,0,-,4,1.33,11,1,2,3,14.1,1,1,0,100.0,12,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,3,L,濱口華菜里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,6,0,85.7,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,4,,中道瞳,3,■,■,■,nan,nan,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,16,1,0,6,14.4,0,0,0,-,3,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,5,,木村沙織,3,■,■,■,nan,nan,32,12,3,37.5,28.1,4.00,8,2,1,25.0,1,0.33,8,0,0,2,6.2,35,22,0,62.9,13,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,6,,高田ありさ,3,■,■,■,nan,nan,21,4,4,19.0,0.0,1.33,2,0,0,0.0,4,1.33,12,0,0,6,12.5,7,3,0,42.9,8,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,7,,和田麻里江,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,8,,迫田さおり,3,■,■,■,nan,nan,34,12,3,35.3,26.5,4.00,11,7,1,63.6,4,1.33,15,0,2,3,5.0,5,1,0,20.0,16,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,9,,宮田由佳里,3,■,■,■,nan,nan,13,5,1,38.5,30.8,1.67,0,0,0,-,0,-,9,0,0,4,11.1,0,0,0,-,5,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,10,,小平花織,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,11,,峯村沙紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,12,,フリールマノン,3,□,□,□,nan,nan,7,2,1,28.6,14.3,0.67,4,0,1,0.0,0,-,1,0,0,1,25.0,0,0,0,-,2,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,13,,田代佳奈美,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,14,L,木村美里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,東レアローズ,NECレッドロケッツ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,126,44,12,34.9,25.4,14.67,25,9,3,36.0,13,4.33,73,2,4,25,10.8,55,33,0,60.0,59,126,30,9,23.8,5,1.67,13.3,60.9
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,1,,都築有美子,3,nan,□,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,4,0,1,0,0.0,4,3,0,75.0,1,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,2,,今西郁瑠,4,□,■,■,■,nan,11,2,3,18.2,-9.1,0.50,0,0,0,-,1,0.25,12,0,3,4,8.3,42,24,0,57.1,3,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,4,,高橋みゆき,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,5,0,100.0,0,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,5,,田原香理,4,■,■,■,■,nan,18,5,2,27.8,16.7,1.25,0,0,0,-,3,0.75,13,1,1,2,10.0,0,0,0,-,9,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,6,,河村聖子,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,0,-,6,0,0,2,8.3,1,0,0,0.0,2,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,8,,赤阪瑠美,3,■,□,□,nan,nan,6,1,1,16.7,0.0,0.33,0,0,0,-,0,-,5,0,2,1,5.0,0,0,0,-,1,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,9,,眞恵子,4,■,■,■,■,nan,52,15,1,28.8,26.9,3.75,1,0,0,0.0,0,-,11,1,1,1,9.5,0,0,0,-,16,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,10,,藤田夏未,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,5,17.9,0,0,0,-,0,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,14,,藤原亜紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,15,L,堀崎智恵美,1,nan,nan,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,16,,ギブマイヤーローレン,4,■,■,■,■,nan,39,17,0,43.6,43.6,4.25,1,0,0,0.0,2,0.50,15,1,1,5,13.7,0,0,0,-,20,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,17,,竹田沙希,4,■,■,■,■,nan,41,11,3,26.8,19.5,2.75,0,0,0,-,0,-,10,1,1,5,20.5,23,11,0,47.8,12,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,18,,平松美有紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,22,L,梶原雪路,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,7,0,70.0,0,,,,,,,,
2011-12-11,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,170,53,10,31.2,25.3,13.25,2,0,0,0.0,7,1.75,83,4,10,25,11.4,86,51,0,59.3,64,163,59,7,36.2,14,3.50,13.2,60.3
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,1,,長岡望悠,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,2,,古藤千鶴,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,17,0,3,8,11.8,0,0,0,-,1,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,3,,新鍋理沙,4,■,■,■,■,nan,33,8,1,24.2,21.2,2.00,4,1,0,25.0,1,0.25,19,1,1,4,9.5,44,27,0,61.4,10,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,4,,岩坂名奈,4,■,■,■,■,nan,7,2,1,28.6,14.3,0.50,0,0,0,-,4,1.00,18,1,2,6,12.8,0,0,0,-,7,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,5,,水田祐未,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,6,,石井優希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,7,,筒井視穂子,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0,,,,,,,,
2011-12-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,8,,野本梨佳,3,■,■,■,nan,nan,39,11,2,28.2,23.1,3.67,3,0,0,0.0,2,0.67,7,1,1,0,11.4,0,0,0,-,14,,,,,,,,
